case,fold,category,id1,id2,target,q_ce,q_llm,name1,name2
label0_models_say_match,fold_03,Электроника,541165913430,292057895413,0,0.917,0.962,основная плата p150-2851v6.2 starwind sw-led50ua403,"материнская плата, p150-2851v6.2"
label0_models_say_match,fold_02,Музыкальные инструменты,317827726977,481036347250,0,0.932,0.947,veston gsa027 держатель настенный на эконом панель для гитары,veston / держатель настенный на эконом панель для гитары veston gs027 / цвет: чёрный
label0_models_say_match,fold_04,Бытовая химия,274878021880,481036429584,0,0.92,0.959,капсулы для посудомоечных машин finish quantum ultimate 45 шт,finish / капсулы для посудомоечных машин finish quantum ultimate
label0_models_say_match,fold_03,Канцелярские товары,188978604683,618475391407,0,0.944,0.935,"сейф aiko t-250 el для денег и документов для дома/офиса 250x350x250 мм, электронный замок",aiko / сейф для дома t-250 el
label0_models_say_match,fold_03,Детские товары,377957218445,635655301810,0,0.915,0.964,"retailoriginal store / мягкая игрушка «мишка лаппи», 23 см","мягкая игрушка ""мишка лаппи"", 23 см"
label0_models_say_match,fold_03,Канцелярские товары,128849086793,652835115209,0,0.907,0.971,клейкие закладки пластиковые 8 цветов по 20 листов 45х8 attache selection 5 штук в упаковке,"комплект 5 штук, клейкие закладки пласт. 8цв. по 20л. 45ммх8 attache selection"
label0_models_say_match,fold_04,Хобби и творчество,438086675474,377957216825,0,0.96,0.919,"школа талантов / набор с прядями, тату, стразами, в сумочке","набор с прядями, тату, стразами, в сумочке"
label0_models_say_match,fold_01,Бытовая химия,489626305662,25769880484,0,0.914,0.964,grass / полирующее средство для нержавейки final polish 600 мл,"средство полирующее для нержавеющей стали, полироль для стали и металлической поверхности grass ""final polish"" 600мл"
label0_models_say_match,fold_03,Товары для животных,498216239869,747324322745,0,0.904,0.974,игрушка для кошек gigwi -мышка с кошачей мятой 10 см,"gigwi / gigwi игрушка для кошек мышка с кошачей мятой, 10 см"
label0_models_say_match,fold_02,Бытовая техника,455266589840,171798825053,0,0.91,0.969,redmond / мультипекарь вафельница rmb-634/3 3 панели,"redmond мультипекарь rmb-634/3 700 вт, черный"
label0_models_say_match,fold_04,Канцелярские товары,171798808440,257698161252,0,0.913,0.965,"журнал учёта работы педагога дополнительного образования в объединении (секции, клубе, кружке) а4, 20 листов, обложка офсет 120 г/м2, блок писчая бумага 60 г/м2","учитель журнал учёта работы педагога дополнительного образования в объединении (секции, клубе, кружке) а4, 20 листов, обложка офсет 120 г/м², блок писчая бумага 60 г/м²"
label0_models_say_match,fold_03,Бытовая техника,515396167858,395137141068,0,0.923,0.955,bbk / соковыжималка jc060-h11,"bbk соковыжималка центробежная jc060-h11, белый, оранжевый"
label0_models_say_match,fold_04,Бытовая техника,523986133308,128849079072,0,0.928,0.949,мечта / электрическая настольная плитка мечта 212т черная,"мечта электрическая настольная плита 212т, черный"
label0_models_say_match,fold_03,Бытовая химия,240518227814,180388680170,0,0.941,0.936,"baimao / капсулы для стирки белья антибактериальные, 50шт","капсулы для стирки белья baimao антибактериальные, 50шт"
label0_models_say_match,fold_03,Хобби и творчество,687194794201,274877976663,0,0.926,0.952,настольная игра новогодний лабиринт,"настольная игра ""новогодний лабиринт"""
label0_models_say_match,fold_03,Спорт и отдых,670014986262,635655305657,0,0.905,0.972,lucky john / виброхвосты съедобные lj pro series joco shaker 4.5in (11.43)/mix 3шт.,виброхвосты съедобные lj pro series joco shaker 4.5in (11.43)/mix 3шт.
label0_models_say_match,fold_02,Бытовая техника,438086750557,94489327929,0,0.9,0.977,встраиваемая варочная панель gefest газовая pvg 2240 k33,газовая варочная панель gefest пвг 2240 к33
label0_models_say_match,fold_02,Бытовая химия,395137076333,154618920506,0,0.947,0.93,"domestos блок для очищения унитаза power 5, свежесть океана, защита от микробов и налета 55 гр, 2 уп",domestos / power 5 блок для унитаза свежесть океана 2х55 гр
label0_models_say_match,fold_04,Канцелярские товары,111669237267,104554,0,0.933,0.945,paw patrol / касса букв слогов и счета учим буквы и цифры а5 пвх,"касса букв, слогов и счета ""учим буквы и цифры"", а5, пвх, щенячий патруль"
label0_models_say_match,fold_01,Спорт и отдых,309237813591,438086765714,0,0.91,0.967,"виброхвост helios chebak 3,15""/8 см pearl 7шт. (hs-3-013), # 000124696",виброхвост helios chebak 8 см pearl hs-3-013 (набор 7 шт)
label0_models_say_match,fold_03,Детские товары,429496735581,146029003892,0,0.93,0.947,конструктор трансформер-динозавр 3 в 1 42106 qman 287 дет.,qman / конструктор 42106 красный динозавр 3 в 1
label0_models_say_match,fold_03,Строительство и ремонт,283467993681,549755860221,0,0.95,0.927,эмаль для бытовой техники с кисточкой kudo ku-7k1311,"kudo эмаль ku-7к1311, 0,015 л"
label0_models_say_match,fold_03,Детские товары,94489400402,395137034093,0,0.942,0.935,"без бренда набор детской бамбуковой посуды «коровка», тарелка, миска, стакан, приборы, 5 предметов","набор детской бамбуковой посуды ""коровка"", тарелка, миска, стакан, приборы, 5 предметов"
label0_models_say_match,fold_03,Музыкальные инструменты,352187413522,137439030505,0,0.912,0.965,vic firth 5bb барабанные палочки,vic firth / vic firth 5bb барабанные палочки
label0_models_say_match,fold_01,Продукты питания,601295482367,773094138153,0,0.947,0.929,"сахаровар / леденец на палочке ""динозаврики"", 15г","леденец на палочке ""динозаврики"", 15г"
label0_models_say_match,fold_02,Бытовая химия,8590072486,773094113723,0,0.908,0.968,"пятновыводитель жидкий для ковров и обивки мебели vanish oxi action pet clean expert, 750мл",vanish / средство для чистки ковров - кислородный пятновыводитель
label0_models_say_match,fold_03,Спорт и отдых,506806201882,627065376176,0,0.924,0.952,бинокль levenhuk karma base 8x42,levenhuk / бинокль karma base 8x42
label0_models_say_match,fold_03,Бытовая химия,257698094597,180388676683,0,0.901,0.975,clean&fresh / таблетки для посудомоечных машин 60 шт. clean&fresh all-in-1,"таблетки для посудомоечных машин 60 шт. clean&fresh all-in-1, c одной таблеткой очистителем, ут000000338  "
label0_models_say_match,fold_01,Аптека,214748456484,816043798454,0,0.925,0.951,"seni / прокладки урологические женские seni lady mini, 20 шт.",bella прокладки урологические seni lady mini 20шт
label0_models_say_match,fold_03,Музыкальные инструменты,206158495473,481036466987,0,0.913,0.962,акустическая гитара naranda dg120cbs,акустическая гитара с вырезом naranda dg120cbs
label0_models_say_match,fold_02,Бытовая техника,618475332424,635655274614,0,0.942,0.934,нет бренда / тэн стиральной машины 2000w l225мм samsung керам dc47-00033d,"тэн для стиральной машины samsung 2000w (dc47-00033d), с керамическим покрытием"
label0_models_say_match,fold_02,Дом и сад,120259120147,412316991368,0,0.907,0.968,коврик inspire lenzo 50x80 см полиэфир/резина цвет коричневый,"коврик inspire lenzo 50x80 см, полиэфиррезина, цвет коричневый"
label0_models_say_match,fold_04,Продукты питания,171798777443,429496878321,0,0.958,0.917,"рот фронт / карамель мятная, рот фронт","карамель мятная, рот фронт, 1000 гр"
label0_models_say_match,fold_02,Аптека,197568521306,420906829937,0,0.958,0.917,биоритм / анальный гель на водной основе intim bluz (50 г),анальный гель-лубрикант intim bluz - 50 гр.
label0_models_say_match,fold_02,Бытовая техника,618475336616,566935783417,0,0.931,0.944,polaris / блендер phb 1385 ручной (polaris),"polaris погружной блендер phb-1385, черный"
label0_models_say_match,fold_01,Строительство и ремонт,120259230217,472446475172,0,0.959,0.915,"переключатель 1-клавишный quteo, открытый монтаж, слоновая кость 782234 legrand","legrand / переключатель 1-клавишный quteo, 782234 legrand"
label0_models_say_match,fold_04,Хобби и творчество,635655235552,257698126577,0,0.934,0.94,"буква-ленд раскраска ""рисуем пальчиками. транспорт"", 16 стр.","раскраска ""рисуем пальчиками. транспорт"", 16 стр."
label0_models_say_match,fold_02,Строительство и ремонт,532576053574,549755839980,0,0.916,0.958,ресанта / перфоратор электрический ресанта п-28-800к (75/3/1) 800 вт,ресанта перфоратор п-28-800к 800 вт от сети
label0_models_say_match,fold_03,Дом и сад,575525652591,8589992637,0,0.942,0.932,"контейнер пищевой, 1 шт","альтернатива набор подносов для заморозки пельменей, 36×25×3 см, 3 шт, цвет микс"
label0_models_say_match,fold_03,Бытовая техника,618475319629,584115694925,0,0.911,0.962,вытяжка встраиваемая maunfeld crosby flat 52 нержавеющая сталь управление: кнопочное (1 мотор),вытяжка встраиваемая maunfeld crosby flat 52 серебристый
label0_models_say_match,fold_02,Хобби и творчество,77309446268,257698100124,0,0.959,0.915,"лас играс / карточная игра ""umomomento"", 70 карт","лас играс карточная игра ""umomomento"", 70 карт"
label0_models_say_match,fold_02,Продукты питания,747324358114,266287995134,0,0.944,0.929,lebo кофе в зернах extra 1кг,лебо / арабика кофе lebo extra жареный в зернах 1 кг.
label0_models_say_match,fold_04,Детские товары,300647760720,60129565313,0,0.935,0.938,"budibasa / мягкая игрушка кот басик baby в футболке со смайликом, 20 см",мягкая игрушка budi basa кот басик baby в футболке со смайликом 20 см
label0_models_say_match,fold_01,Бытовая химия,489626372668,231928326075,0,0.912,0.961,"домовой прошка гель от муравьев, 30 г","домовой прошка / гель от домашних муравьев, 30 г"
label0_models_say_match,fold_03,Музыкальные инструменты,369367270142,773094207588,0,0.945,0.928,классическая гитара 3/4 flight c-120 na 3/4,"flight c-120 na 3/4, классическая гитара"
label0_models_say_match,fold_03,Бытовая химия,171798827184,85899435875,0,0.93,0.943,"qualita кондиционер для белья, pure sensitive, ""детский"", 1 литр",qualita / кондиционер для детского белья pure sensitive дой-пак 1000мл
label0_models_say_match,fold_01,Канцелярские товары,730144577984,25769877277,0,0.903,0.97,новейшие технологии / накладки для упаковки корешков банкнот комплект 2000 шт,новейшие технологии этикетка для упаковки
label0_models_say_match,fold_02,Канцелярские товары,257698149137,266288049996,0,0.915,0.958,"штамп самонаборный trodat ideal 4911/db 38x14мм, 3 строки","4911/db typo ideal самонаборный,3 строки, 38х14мм, 1 касса, черный, синий"
label0_models_say_match,fold_01,Строительство и ремонт,352187376088,77309475788,0,0.944,0.929,"stayer / stayer procut 133мм, коронка би-металлическая,","биметаллическая коронка stayer procut 133 мм, 29547-133"
label0_models_say_match,fold_01,Продукты питания,695784793499,206158549309,0,0.93,0.943,кофе в зёрнах верона 1 кг,"кофе в зёрнах эспрессо-смесь ""верона"", уп. 1 кг gutenberg"
label0_models_say_match,fold_03,Хобби и творчество,420906954728,395137090905,0,0.903,0.969,stellar / мозаика детская 110 деталей (13 мм),стеллар stellar мозаика 110 дет. для малышей сферическая (диаметр 13 мм.) 01034
label0_models_say_match,fold_04,Канцелярские товары,137439044648,197568496515,0,0.91,0.962,colop / штамп стандартный pr. c20 3.57 медосмотр пройден в рамке,штамп стандартный pr. c20 3.57 со сл. медосмотр пройден  в рамке colop
label0_models_say_match,fold_04,Спорт и отдых,850403562975,489626437080,0,0.903,0.969,"набор поплавков, вес 8, 10, 15, 20, 25 г, набор 5 шт.",silariumo / набор поплавков вес 8 10 15 20 25 г набор 5 шт.
label0_models_say_match,fold_03,Бытовая техника,644245105956,481036424228,0,0.944,0.928,аксион м 35.02,"мясорубка аксион м 35.02, белый"
label0_models_say_match,fold_04,Красота и гигиена,317827696523,154618826842,0,0.939,0.933,шампунь schauma men intensive против перхоти для всех типов волос 380 мл (в заказе 1 штука),schauma / шампунь schauma мужской intensive 380 мл *1шт
label0_models_say_match,fold_04,Музыкальные инструменты,515396095323,773094206958,0,0.968,0.904,"gpb-01b педалборд на 4 педали с чехлом, guitto","педалборд на 4 педали с чехлом, guitto gpb-01b"
label0_models_say_match,fold_04,Хобби и творчество,197568537962,214748499095,0,0.949,0.923,"карты игральные пластиковые ""абстракция"", 54 шт, 9 х 6 см","не определен карты игральные пластиковые ""абстракция"", 54 шт, 9 х 6 см"
label0_models_say_match,fold_03,Мебель,532575947071,206158461692,0,0.92,0.952,кресло офисное norden бит / белый пластик / cиняя сетка / темно серая ткань,компьютерное кресло norden бит белый пластик / cиняя сетка / темно серая ткань
label0_models_say_match,fold_02,Спорт и отдых,257698158733,80921,0,0.922,0.95,"now / now zinc picolinate, цинк пиколинат 50 мг - 60 капсул",цинк пиколинат now zinc picolinate 50 mg - 60 veg capsules
label0_models_say_match,fold_01,Бытовая техника,85899486609,601295477933,0,0.95,0.922,морозильная камера liebherr fnf 5207,liebherr fnf 5207
label0_models_say_match,fold_01,Музыкальные инструменты,77309526216,764504228793,0,0.969,0.903,маракас dekko m0 bl,маракасы dekko m0 bl
label0_models_say_match,fold_02,Спорт и отдых,816043910947,120259180656,0,0.942,0.93,"не определен поводок ""струна"", диаметр 0.4 мм, тест 17 кг, 12.5 см, 5 шт.","поводок ""струна"", диаметр 0.4 мм, тест 17 кг, 12.5 см, 5 шт"
label0_models_say_match,fold_02,Детские товары,103079264580,841813696395,0,0.915,0.957,"трактор инерционный ""фермер"", с прицепом","автоград трактор инерционный «фермер», с прицепом"
label0_models_say_match,fold_04,Дом и сад,841813692554,652835172711,0,0.912,0.96,"шафран / супница риштанская керамика атлас, 23 см","супница риштанская керамика ""атлас"", 23 см"
label0_models_say_match,fold_01,Мебель,188978724292,609885412125,0,0.953,0.919,прямой диван медиус лига диванов 107063,"лига диванов диван-кровать, механизм выкатной, 195х103х76 см"
label0_models_say_match,fold_04,Бытовая химия,274878005581,128849098289,0,0.944,0.928,"автоматический освежитель воздуха air wick нежность шелка и лилии, 250мл",освежитель воздуха air wick freshmatic нежный шелк и лилия автоматический 250 мл
label0_models_say_match,fold_03,Товары для животных,146028944087,704374775034,0,0.954,0.917,"туалет ""мур-мяу"" для кошек, с сеткой, 33,2 х 25,6 х 7,2 см, зелёный",хозяйский выбор / туалет для кошек пластиковый 332*256*72мм с сеткой
label0_models_say_match,fold_02,Хобби и творчество,77309565575,34359875123,0,0.919,0.952,"сималенд / трафарет ""листья"" 16х24 см","трафарет ""листья"" 16х24 см / 9911770"
label0_models_say_match,fold_02,Детские товары,695784782934,661425068407,0,0.93,0.941,"без бренда машина радиоуправляемая «хот-род», эффект дыма, свет и звук, работает от аккумулятора, цвет зелёный","машина радиоуправляемая ""хот-род"", эффект дыма, свет и звук, работает от аккумулятора, цвет зелёный"
label0_models_say_match,fold_04,Товары для животных,214748383643,60129603880,0,0.916,0.955,"сухой корм farmina для кошек farmina vet life struvite 0,4 кг фармина корм при мочекаменной болезни мкб, для растворения струвитных уролитов, курица","farmina / vet life feline struvite management для кошек 0,4 кг"
label0_models_say_match,fold_01,Аптека,71743,154618962854,0,0.949,0.922,"vitamuno новогодний медовый бальзам алтайский ""анти-простудный"", 250 мл","новогодний медовый бальзам алтайский анти-простудный, 250 мл"
label0_models_say_match,fold_02,Канцелярские товары,584115619970,352187420833,0,0.903,0.968,"печать с эмблемой хоккейного клуба ""детройт ред уингз""","colop печать с эмблемой хоккейного клуба ""детройт ред уингз"""
label0_models_say_match,fold_04,Товары для животных,661425105503,446676716848,0,0.949,0.921,"sirius / корм сухой для кошек лосось и рис 1,5кг","сухой корм для взрослых кошек, лосось и рис тм sirius 1,5кг"
label0_models_say_match,fold_03,Детские товары,601295528971,807453958453,0,0.938,0.932,"конструктор магнитный, 62 детали","конструктор магнитный, 62 детали"
label0_models_say_match,fold_02,Хобби и творчество,618475387316,841813644394,0,0.948,0.923,"напольная мозаика-пазл ""цветочки"" 25 фишек,4 шт","русский стиль / цветочки, мозаика напольная, 25 элементов"
label0_models_say_match,fold_01,Товары для животных,171798829151,747324455413,0,0.961,0.91,"trixie. игрушка для собак ""мяч"" с пищалкой. диаметр 7 см, розовый. (33677)",trixie / *33677 игрушка мяч 7см
label0_models_say_match,fold_03,Детские товары,498216258281,790274011340,0,0.917,0.954,полесье автомобиль-самосвал «гоша»,автомобиль-самосвал гоша
label0_models_say_match,fold_04,Дом и сад,695784708760,120259152987,0,0.932,0.938,"стакан гранёный в подарочной упаковке ""антистресс"" 250 мл","не определен стакан гранёный в подарочной упаковке ""антистресс"" 250 мл"
label1_models_say_diff,fold_01,Одежда,292057896152,592705561472,1,0.054,0.076,sarkech / брюки джоггеры,комплект одежды zara
label0_models_say_match,fold_02,Музыкальные инструменты,644245170927,420906879389,0,0.913,0.957,"davinci df-50a np - гитара акустическая шестиструнная, цвет неоново-розовый",/ df-50a np гитара акустическая
label0_models_say_match,fold_01,Мебель,420906896007,678604987743,0,0.907,0.963,"bauedge / комплект для ванной, 2 предмета: тумба с раковиной","тумба bau dream blackwood 35 с ящиком, графит, раковина bau cerama mini 33х28, белая"
label0_models_say_match,fold_04,Музыкальные инструменты,712964731930,764504203159,0,0.951,0.919,струны для акустической гитары la bella 7gpt extra light 10-50,струны для акустической гитары 10-50 la bella 7gpt
label1_models_say_diff,fold_01,Мебель,532575961025,8590074387,1,0.054,0.076,"канц письменный стол, 150х24х120 см","канц стол приставной угловой канц, 600х600х750 мм, без опоры, цвет бук невский, пк34.10"
label0_models_say_match,fold_04,Детские товары,687194835006,188978590944,0,0.916,0.954,"no name музыкальная игрушка аккордеон «музыкальный взрыв», 13 клавиш, работает от батареек, цвета микс","музыкальная игрушка аккордеон ""музыкальный взрыв"", 13 клавиш, работает от батареек, 837927"
label0_models_say_match,fold_01,Товары для животных,618475372876,335007592655,0,0.917,0.953,"корм для собак сухой award / авард для взрослых животных всех пород, гранулы, с ягненком и индейкой с добавлением яблока и черники 2кг / зоотовары",award / сухой корм для собак всех пород с ягненком и индейкой 2 кг
label0_models_say_match,fold_01,Хобби и творчество,755914382032,300647835020,0,0.933,0.936,"набор нашивок ""hand made"", 5 x 1,5 см, 10 шт","арт узор набор нашивок «hand made», 5 х 1,5 см, 10 шт"
label0_models_say_match,fold_04,Детские товары,163208767913,627065286990,0,0.924,0.945,кот батон 70 см мягкая игрушка 70 см рыжий,"maxitoys мягкая игрушка «кот батон», цвет рыжий, 70 см"
label0_models_say_match,fold_01,Хобби и творчество,60129672910,120259221085,0,0.932,0.937,"пластилин №1 school colorpics набор 12цв 240г, со стеком","пластилин №1 school colorpics, со стеком, набор 12 цветов, 240 г, 3 упаковки"
label0_models_say_match,fold_04,Спорт и отдых,249108122264,214748389061,0,0.919,0.95,"балансир для рыбалки aqua classic-5 56mm цвет 019 (флуоресцентный окунь), 2 штуки","балансир для зимней рыбалки aqua classic-5 56,0mm, вес - 11,0g, цвет 019 (флуоресцентный окунь) (набор 2 шт)"
label0_models_say_match,fold_02,Бытовая техника,635655167567,712964731284,0,0.93,0.939,сальник 35x62/75x7/10 бака стиральной машины / slb004ar,ariston / сальник бака стиральной машины 082696
label0_models_say_match,fold_03,Продукты питания,558345841059,42949752080,0,0.935,0.934,"чай ahmad tea earl grey черный с ароматом бергамота (2г х 25 пак), 50г",чай черный ahmad tea earl grey 25х2г
label0_models_say_match,fold_04,Бытовая техника,206158447706,747324352556,0,0.925,0.943,анод магниевый 230d22+10m5,"итатэн анод ""итатэн"" 230d22+10m5, магниевый, d=22 мм, l=230 мм"
label0_models_say_match,fold_03,Бытовая химия,609885360351,395137067557,0,0.904,0.965,золушка / подвесной блок с запахом лаванды защита от моли,золушка средство эффект-антимоль от моли подвесной блок лаванда
label0_models_say_match,fold_02,Бытовая химия,163208896198,412316874091,0,0.903,0.966,kao / жидкость чистящая magiсclean для ванны против плесени 820мл,"kao / жидкость чистящая для ванны ""magiсclean"" (предотвращающая образование розовой и чёрной плесени, с антибактериальным эффектом, аромат зелёных трав) 820 мл"
label0_models_say_match,fold_03,Канцелярские товары,678604882701,601295561964,0,0.907,0.962,"сима-ленд рюкзак панда, 28*14*43, отд на молнии, 3 н/кармана, розовый 9870191","рюкзак на молнии, 3 наружных кармана, цвет розовый, 28х14х43 см, панда на дереве"
label0_models_say_match,fold_01,Электроника,532575956323,283467861726,0,0.901,0.967,mobapost / дисплей для huawei nova 3 в сборе с тачскрином черный,дисплей для huawei nova 3 в сборе с тачскрином
label0_models_say_match,fold_03,Бытовая химия,592705554569,34359880036,0,0.943,0.925,"чистящее средство для стекол мистер мускул утренняя роса, с нашатырным спиртом, 500 мл",mr. muscle средство для мытья стекол и зеркал мистер мускул утренняя роса
label0_models_say_match,fold_03,Дом и сад,369367355686,51539707832,0,0.951,0.917,"страна карнавалия / шар латексный 12"" «самому крутому» 5 шт.","шар латексный 12"" страна карнавалия ""самому крутому"" 5 шт."
label0_models_say_match,fold_04,Строительство и ремонт,824633806042,523986099041,0,0.942,0.927,круглый канальный вентилятор tube 200 xl,shuft / вентилятор канальный круглый tube 200 xl
label0_models_say_match,fold_04,Детские товары,738734526527,807453973603,0,0.923,0.945,dc accessories / полесье кран 61355 №2 на колёсиках в/п,башенный кран №2 на колесиках (79х22х65см) в/п 61355 (полесье)
label0_models_say_match,fold_02,Аптека,386547222863,188978572179,0,0.912,0.956,тонкие презервативы ganzo sence - 12 шт.,"ganzo презервативы ""sense"", ультратонкие, 12 шт"
label0_models_say_match,fold_01,Детские товары,833223725989,489626365612,0,0.91,0.958,"мягкая игрушка maxitoys jack&lin зайка с розовым сердцем, 25 см","jack&lin / мягкая игрушка ""зайка лин"" с розовым сердцем, 25 см"
label0_models_say_match,fold_01,Бытовая химия,592705600436,506806167512,0,0.93,0.938,"чистящий крем cif ultra white, 450мл","универсальное чистящее средство cif ultra white, 450мл"
label0_models_say_match,fold_01,Дом и сад,51539657078,489626308217,0,0.938,0.929,"сахарница риштанская керамика ""узоры"", 500 мл, синяя / 9408724","шафран сахарница риштанская керамика ""узоры"", 500 мл, синяя"
label0_models_say_match,fold_03,Красота и гигиена,558345767034,506806245043,0,0.909,0.958,element / тоник для лица корея с гиалуроновой кислотой 200мл,"element тоник для лица с гиалуроновой кислотой, 200мл"
label0_models_say_match,fold_03,Строительство и ремонт,584115595820,58757,0,0.908,0.96,"автоматический выключатель ekf 2p 25а (c) 4,5ка ва 47-29 basic mcb4729-2-25c","автоматический выключатель ekf ва 47-29 (mcb4729-2-25c) 2p 25а тип c 4,5 ка 400 в на din-рейку"
label0_models_say_match,fold_01,Бытовая химия,549755839808,197568571214,0,0.913,0.954,"аэрозоль gardex extreme от комаров, 100 мл","спрей-аэрозоль от комаров, клещей и мошки ультра эффект ""gardex extreme"", 100 мл"
label0_models_say_match,fold_01,Детские товары,420906812841,575525750853,0,0.927,0.941,"сюжетно-ролевые игрушки mary poppins стиральная машина умный дом, 453174","стиральная машина mary poppins ""умный дом"" коралл (453174)"
label0_models_say_match,fold_04,Бытовая химия,231928345310,472446492513,0,0.957,0.911,grass / чистящее средство для кухни azelit 600 мл,моющее средство grass azelit для кухни 600 мл
label0_models_say_match,fold_04,Бытовая техника,558345808985,103079337294,0,0.924,0.943,"пылесос delta lux dl-0848 черный с синим: 2200 вт, мешок для сбора пыли, мощн.всас 400вт","пылесос delta dl-0848, черный/синий"
label0_models_say_match,fold_03,Продукты питания,266288063252,678604838183,0,0.923,0.944,kimbo aroma intenso,кофе в зернах kimbo aroma intenso 1кг 1шт
label0_models_say_match,fold_04,Детские товары,34359848363,549755909501,0,0.93,0.937,"мягкая игрушка коала, 25 см",forсhildren / мягкая игрушка коала 25 см цвет серый
label0_models_say_match,fold_03,Музыкальные инструменты,51539637110,309237677906,0,0.928,0.939,"струны для акустической гитары, калибр 10-49, посеребренная медь, мозеръ aс10",мозеръ as 10 10 струны для акустической гитары
label0_models_say_match,fold_03,Детские товары,687194796510,142708,0,0.931,0.936,"крошка я / книжка для ванной ""транспорт би-бип""",книжка для ванны транспорт би-бип
label0_models_say_match,fold_01,Дом и сад,506806258916,549755929045,0,0.925,0.942,"без бренда сувенир «слон тоша», 9х11см, гжель , цвет","сувенир слон тоша, 9х11 см, гжель"
label1_models_say_diff,fold_02,Обувь,42949713808,678604882503,1,0.065,0.068,rammaz / весенниее ботинки fitzsimmons citylite,ботинки maneki neko
label0_models_say_match,fold_01,Хобби и творчество,403727018834,584115630591,0,0.957,0.91,"пластилин 10 цветов, koh-i-noor детский, 200 г","пластилин 10 цветов, koh-i-noor детский, 200 г, европодвес"
label0_models_say_match,fold_02,Хобби и творчество,94489330106,481036350177,0,0.941,0.926,набор металлических головоломок умные гвозди,puzzle набор металлических головоломок «умные гвозди»
label0_models_say_match,fold_03,Бытовая техника,747324451513,644245184706,0,0.93,0.937,водонагреватель накопительный вн-10н ресанта,ресанта / водонагреватель накопительный ресанта вн-10н (10 литров)
label0_models_say_match,fold_02,Аптека,463856613990,60129590555,0,0.923,0.943,гидрокортизон мазь туба 1% 10г,"гидрокортизон, мазь 1%, туба 10 г"
label0_models_say_match,fold_01,Детские товары,481036412515,412317006350,0,0.905,0.962,"без бренда парковка полицейский участок, с металлическими машинкой и вертолётом","парковка ""полицейский участок"", с металлическими машинкой и вертолётом"
label0_models_say_match,fold_03,Канцелярские товары,42949752265,558345752863,0,0.947,0.919,"artfox скетчбук а5, 40 л 100 г/м2 ""искусство""","скетчбук ""искусство"" а5, 40 л, 100 г/м"
label0_models_say_match,fold_01,Продукты питания,395137008239,292057807249,0,0.938,0.928,"bucheron / конфеты шоколадные, excellence, с миндалем, 190 грамм",набор конфет bucheron excellence с миндалем (новый год) 190 грамм
label0_models_say_match,fold_01,Красота и гигиена,206158462418,652835031539,0,0.916,0.95,chocolatte / бальзам-блеск для губ помадка мятная,бальзам-блеск для губ chocolatte помадка мятная 1 штука
label0_models_say_match,fold_04,Товары для животных,343597418648,747324338481,0,0.947,0.919,"корм сухой для собак pro plan / проплан optidigest sensitive digestion для взрослых животных средних пород при чувствительном пищеварении, ягненок 3кг / зоотовары","сухой корм pro plan для собак средних пород с чувствительным пищеварением, с ягненком, 3 кг"
label0_models_say_match,fold_01,Детские товары,94489395127,309237809964,0,0.92,0.946,"маша и медведь / домино «маша и медведь», 28 деталей","гелий домино ""маша и медведь"""
label0_models_say_match,fold_02,Музыкальные инструменты,34359838000,8590097396,0,0.952,0.914,губная гармоника диатоническая easttop pro60 d,"easttop pro60 d диатоническая губная гармошка, d"
label0_models_say_match,fold_04,Хобби и творчество,149677,644245177847,0,0.951,0.915,"woodlandtoys / магнитная рыбалка ""ёлочка"", деревянная игра с удочкой","развивающая игра, головоломка. магнитная рыбалка ""ёлочка"""
label0_models_say_match,fold_01,Красота и гигиена,369367242278,566935757785,0,0.903,0.963,"blend-a-med зубная паста pro-expert крепкие зубы тонизирующая мята, 75 мл, 2 шт",blend-a-med / blend-a-med pro-expert мята 75 мл 2 шт
label0_models_say_match,fold_03,Детские товары,446676674226,446676733829,0,0.945,0.921,автоград / толокар ночной гонщик звуковые эффекты цвет белый,"толокар ночной гонщик , звуковые эффекты, цвет белый"
label0_models_say_match,fold_03,Бытовая техника,343597471316,721554595653,0,0.928,0.937,"отпариватель для одежды ручной futula st2300, парогенератор с вертикальным отпариванием 1600 вт, белый",ручной отпариватель futula st2300 00-00214371
label0_models_say_match,fold_01,Дом и сад,747324372492,163208861726,0,0.949,0.916,"семена флокс мерцающая звезда 0,2гр.","агрэкс семена цветов флокс мерцающая звезда, 0,2 г"
label0_models_say_match,fold_04,Бытовая техника,352187392635,670014984265,0,0.958,0.907,"тэн 1600w для lg, samsung с отверстием, l171мм (htr007lg), b3406050","без бренда тэн стиральной машины 1600w lg с/о 171*135мм backer, htr007lg"
label0_models_say_match,fold_01,Бытовая техника,747324421518,171798782704,0,0.944,0.921,/ кофемолка mkm 6000/6003 bosh,кофемолка bosch tsm 6a013b
label0_models_say_match,fold_01,Бытовая техника,455266621953,438086676338,0,0.915,0.95,"veorra / мешки бумажные для пылесоса fv96a2.51.00 15 л, 4 шт","мешки бумажные для строительного пылесоса practyl 15 л, 4 шт."
label0_models_say_match,fold_01,Красота и гигиена,644245230925,300647722844,0,0.946,0.919,"набор маникюрный детский: ножницы, щипчики, пилочка, пинцет, цвет бирюзовый","крошка я / набор маникюрный детский: ножницы, щипчики, пилочка, пинцет"
